,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct
83,1,Ullman Replication,40,2C-TR/10,2C-TR,10,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: Universal 2 Q2 (Turkish),Turkish,,,6_TR,2,Turkish,Yardımsever bir asistansın.,0,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun
94,1,Ullman Replication,41,2B-EN/11,2B-EN,11,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Replication: 2B Q1 (English),English,,,5_EN/2B,1,English,You are a helpful assistant.,0,5_EN/2B,5,John thinks that the cat is on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,69,box
96,1,Ullman Replication,42,2B-TR/12,2B-TR,12,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q1 (Turkish),Turkish,,,5_TR-1/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun
98,1,Ullman Replication,43,2B-TR/13,2B-TR,13,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun
100,1,Ullman Replication,44,2B-EN/14,2B-EN,14,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Replication: 2B Q2 (English),English,,,6_EN/2B,1,English,You are a helpful assistant.,0,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box
102,1,Ullman Replication,45,2B-TR/15,2B-TR,15,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q2 (Turkish),Turkish,,,6_TR/2B,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun
106,1,Ullman Replication,46,2D-EN/16,2D-EN,16,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q1 (English),English,,,5_EN/2D,1,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box
108,1,Ullman Replication,47,2D-TR/17,2D-TR,17,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q1 (Turkish),Turkish,,,5_TR-1/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun
110,1,Ullman Replication,48,2D-TR/18,2D-TR,18,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun
112,1,Ullman Replication,49,2D-EN/19,2D-EN,19,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q2 (English),English,,,6_EN/2D,1,English,You are a helpful assistant.,0,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box
114,1,Ullman Replication,50,2D-TR/20,2D-TR,20,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q2 (Turkish),Turkish,,,6_TR/2D,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun
118,1,Ullman Replication,93,1-TR/45,1-TR,45,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata
119,1,Ullman Replication,94,1A-TR/45,1A-TR,45,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır
126,1,Ullman Replication,95,1B-TR/71,1B-TR,71,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Replication: 1B Q2 (Turkish),Turkish,,,2_TR/1B,2,Turkish,Yardımsever bir asistansın.,0,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik
120,1,Ullman Replication,96,1C-TR/45,1C-TR,45,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır
121,1,Ullman Replication,97,1D-TR/45,1D-TR,45,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır
130,1,Ullman Replication,103,2-TR/46,2-TR,46,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin
134,1,Ullman Replication,104,2A-TR/62,2A-TR,62,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2A Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2A,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun
131,1,Ullman Replication,105,2C-TR/46,2C-TR,46,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun
136,1,Ullman Replication,106,2B-TR/47,2B-TR,47,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun
138,1,Ullman Replication,107,2D-TR/48,2D-TR,48,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,,1.0,5_TR-3/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,180,kutunun
4,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,1,chocolate
34,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,2,chocolate
172,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,2,3_EN,3,Why does she think that the bag is full of that item?,,Open-ended,English,,,1,Explanation,3,"Because the label says there is chocolate in the bag, and since Sam has never seen this bag before, and cannot see what is inside of it, she cannot know that it is filled with popcorn instead of chocolate."
228,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,4,popcorn
5,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,11,popcorn
35,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,12,popcorn
